name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,Jimmy Approved
Kick-Ass,2010,R,1h 57min,Action; Comedy; Crime; ,16 April 2010 (USA),7.6,515786,844,1
John Wick,2014,R,1h 41min,Action; Crime; Thriller; ,24 October 2014 (USA),7.4,514550,1157,0
Ocean's Eleven,2001,PG-13,1h 56min,Crime; Thriller; ,7 December 2001 (USA),7.7,500919,932,0
21 Jump Street,2012,R,1h 49min,Action; Comedy; Crime; ,16 March 2012 (USA),7.2,499602,401,1
Minority Report,2002,PG-13,2h 25min,Action; Crime; Mystery; ,21 June 2002 (USA),7.6,495543,1381,0
The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493749,1430,0
American Psycho,2000,R,1h 41min,Comedy; Crime; Drama; ,14 April 2000 (USA),7.6,467924,1258,1
Casino,1995,R,2h 58min,Crime; Drama; ,22 November 1995 (USA),8.2,448054,623,1
Nightcrawler,2014,R,1h 57min,Crime; Drama; Thriller; ,31 October 2014 (USA),7.9,443660,758,0
Mr. & Mrs. Smith,2005,PG-13,2h,Action; Comedy; Crime; ,10 June 2005 (USA),6.5,439781,829,1
American Hustle,2013,R,2h 18min,Crime; Drama; ,20 December 2013 (USA),7.2,438125,817,1
Zodiac,2007,R,2h 37min,Crime; Drama; Mystery; ,2 March 2007 (USA),7.7,436889,768,1
Baby Driver,2017,R,1h 53min,Action; Crime; Drama; ,28 June 2017 (USA),7.6,416067,1096,1
Horrible Bosses,2011,R,1h 38min,Comedy; Crime; ,8 July 2011 (USA),6.9,413881,439,1
Crash,2004,R,1h 52min,Crime; Drama; Thriller; ,6 May 2005 (USA),7.7,413651,1693,0
Captain Phillips,2013,PG-13,2h 14min,Biography; Crime; Drama; ,11 October 2013 (USA),7.8,409137,623,1
Mystic River,2003,R,2h 18min,Crime; Drama; Mystery; ,15 October 2003 (USA),7.9,408998,1036,1
The Girl with the Dragon Tattoo,2011,R,2h 38min,Crime; Drama; Mystery; ,21 December 2011 (USA),7.8,408988,723,1
"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55min,Comedy; Crime; Drama; ,1 December 2017 (USA),8.2,404402,1169,0
Spotlight,2015,R,2h 9min,Biography; Crime; Drama; ,20 November 2015 (USA),8.1,401931,601,0
Gangs of New York,2002,R,2h 47min,Crime; Drama; ,20 December 2002 (USA),7.5,394333,1216,1
We're the Millers,2013,R,1h 50min,Comedy; Crime; ,7 August 2013 (USA),7.0,392362,381,0
American Gangster,2007,R,2h 37min,Biography; Crime; Drama; ,2 November 2007 (USA),7.8,381835,495,0
In Bruges,2008,R,1h 47min,Comedy; Crime; Drama; ,29 February 2008 (USA),7.9,381417,628,0
Training Day,2001,R,2h 2min,Crime; Drama; Thriller; ,5 October 2001 (USA),7.7,378412,711,0
Sicario,2015,R,2h 1min,Action; Crime; Drama; ,2 October 2015 (USA),7.6,356962,719,1
Wanted,2008,R,1h 50min,Action; Crime; Fantasy; ,27 June 2008 (USA),6.7,353620,779,1
Collateral,2004,R,2h,Crime; Drama; Thriller; ,6 August 2004 (USA),7.5,350028,890,1
Ocean's Twelve,2004,PG-13,2h 5min,Crime; Thriller; ,10 December 2004 (USA),6.5,349317,669,1
The Godfather: Part III,1990,R,2h 42min,Crime; Drama; ,25 December 1990 (USA),7.6,347672,652,1
John Wick: Chapter 2,2017,R,2h 2min,Action; Crime; Thriller; ,10 February 2017 (USA),7.5,347579,860,1
Fast Five,2011,PG-13,2h 10min,Action; Adventure; Crime; ,29 April 2011 (USA),7.3,345450,424,0
Face_Off,1997,R,2h 18min,Action; Crime; Sci-Fi; ,27 June 1997 (USA),7.3,341451,609,0
Knives Out,2019,PG-13,2h 10min,Comedy; Crime; Drama; ,27 November 2019 (USA),7.9,341415,2172,1
The Town,2010,R,2h 5min,Crime; Drama; Thriller; ,17 September 2010 (USA),7.5,341073,498,1
The Fast and the Furious,2001,PG-13,1h 46min,Action; Crime; Thriller; ,22 June 2001 (USA),6.8,338840,1059,1
22 Jump Street,2014,R,1h 52min,Action; Comedy; Crime; ,13 June 2014 (USA),7.0,337234,355,0
The Italian Job,2003,PG-13,1h 51min,Action; Crime; Thriller; ,30 May 2003 (USA),7.0,335566,519,1
The Mask,1994,PG-13,1h 41min,Action; Comedy; Crime; ,29 July 1994 (USA),6.9,335452,277,0
Inside Man,2006,R,2h 9min,Crime; Drama; Mystery; ,24 March 2006 (USA),7.6,329265,718,1
The Equalizer,2014,R,2h 12min,Action; Crime; Thriller; ,26 September 2014 (USA),7.2,322279,613,1
Man on Fire,2004,R,2h 26min,Action; Crime; Drama; ,23 April 2004 (USA),7.7,322039,762,0
Ocean's Thirteen,2007,PG-13,2h 2min,Action; Crime; Thriller; ,8 June 2007 (USA),6.9,312811,316,1
Pineapple Express,2008,R,1h 51min,Action; Comedy; Crime; ,6 August 2008 (USA),6.9,308854,425,1
Jackie Brown,1997,R,2h 34min,Crime; Drama; Thriller; ,25 December 1997 (USA),7.5,306877,536,1
Burn After Reading,2008,R,1h 36min,Comedy; Crime; Drama; ,12 September 2008 (USA),7.0,301462,622,0
Once Upon a Time in America,1984,R,3h 49min,Crime; Drama; ,1 June 1984 (USA),8.4,299388,676,1
The Irishman,2019,R,3h 29min,Biography; Crime; Drama; ,27 November 2019 (USA),7.9,297140,2676,1
Lucky Number Slevin,2006,R,1h 50min,Crime; Drama; Mystery; ,7 April 2006 (USA),7.7,295883,548,1
Home Alone 2: Lost in New York,1992,PG,2h,Adventure; Comedy; Crime; ,20 November 1992 (USA),6.8,289368,261,1
Lord of War,2005,R,2h 2min,Action; Crime; Drama; ,16 September 2005 (USA),7.6,288544,482,1
Deja Vu,2006,PG-13,2h 6min,Action; Crime; Sci-Fi; ,22 November 2006 (USA),7.0,287330,458,1
To Kill a Mockingbird,1962,Approved,2h 9min,Crime; Drama; ,16 March 1963 (USA),8.2,287100,567,1
The Hangover Part III,2013,R,1h 40min,Comedy; Crime; ,23 May 2013 (USA),5.8,286488,318,0
RED,2010,PG-13,1h 51min,Action; Comedy; Crime; ,15 October 2010 (USA),7.0,282437,362,0
3:10 to Yuma,2007,R,2h 2min,Action; Crime; Drama; ,7 September 2007 (USA),7.7,281948,625,0
The Transporter,2002,PG-13,1h 32min,Action; Crime; Thriller; ,11 October 2002 (USA),6.8,279981,473,1
From Dusk Till Dawn,1996,R,1h 48min,Action; Crime; Horror; ,19 January 1996 (USA),7.2,279303,664,1
"O Brother, Where Art Thou?",2000,PG-13,1h 47min,Adventure; Comedy; Crime; ,2 February 2001 (USA),7.7,277150,905,0
Public Enemies,2009,R,2h 20min,Biography; Crime; Drama; ,1 July 2009 (USA),7.0,275842,639,1
The Untouchables,1987,R,1h 59min,Crime; Drama; Thriller; ,3 June 1987 (USA),7.9,270871,496,0
Con Air,1997,R,1h 55min,Action; Crime; Thriller; ,6 June 1997 (USA),6.9,269643,398,0
Donnie Brasco,1997,R,2h 7min,Biography; Crime; Drama; ,28 February 1997 (USA),7.7,269135,283,0
Batman Returns,1992,PG-13,2h 6min,Action; Crime; Fantasy; ,19 June 1992 (USA),7.0,267156,679,0
The Nice Guys,2016,R,1h 56min,Action; Comedy; Crime; ,20 May 2016 (USA),7.4,266631,450,0
Law Abiding Citizen,2009,R,1h 49min,Action; Crime; Drama; ,16 October 2009 (USA),7.4,265136,548,0
The Shawshank Redemption,1994,R,2h 22min,Drama; ,14 October 1994 (USA),9.3,2258845,8022,0
The Dark Knight,2008,PG-13,2h 32min,Action; Crime; Drama; ,18 July 2008 (USA),9.0,2224522,6836,0
Fight Club,1999,R,2h 19min,Drama; ,15 October 1999 (USA),8.8,1794454,3719,1
Pulp Fiction,1994,R,2h 34min,Crime; Drama; ,14 October 1994 (USA),8.9,1767445,3014,0
Forrest Gump,1994,PG-13,2h 22min,Drama; Romance; ,6 July 1994 (USA),8.8,1741097,2354,1
The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58min,Action; Adventure; Drama; ,19 December 2001 (USA),8.8,1609165,5365,0
The Lord of the Rings: The Return of the King,2003,PG-13,3h 21min,Adventure; Drama; Fantasy; ,17 December 2003 (USA),8.9,1593859,3681,1
The Godfather,1972,R,2h 55min,Crime; Drama; ,24 March 1972 (USA),9.2,1558661,3886,0
The Lord of the Rings: The Two Towers,2002,PG-13,2h 59min,Adventure; Drama; Fantasy; ,18 December 2002 (USA),8.7,1440188,2559,1
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6,1430797,3977,1
Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,1
Django Unchained,2012,R,2h 45min,Drama; Western; ,25 December 2012 (USA),8.4,1307059,1525,0
Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),8.5,1297718,2636,1
The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223451,1298,0
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219372,1856,1
Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194194,2588,0
Schindler's List,1993,R,3h 15min,Biography; Drama; History; ,4 February 1994 (USA),8.9,1173324,1814,0
The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150788,2313,1
The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144513,1394,0
The Wolf of Wall Street,2013,R,3h,Biography; Crime; Drama; ,25 December 2013 (USA),8.2,1128148,1436,0
The Green Mile,1999,R,3h 9min,Crime; Drama; Fantasy; ,10 December 1999 (USA),8.6,1101707,1725,1
The Godfather: Part II,1974,R,3h 22min,Crime; Drama; ,18 December 1974 (USA),9.0,1089268,1007,1
American Beauty,1999,R,2h 2min,Drama; ,1 October 1999 (USA),8.3,1043085,2891,1
Titanic,1997,PG-13,3h 14min,Drama; Romance; ,19 December 1997 (USA),7.8,1017237,2863,1
American History X,1998,R,1h 59min,Drama; ,20 November 1998 (USA),8.5,1007450,1577,1
V for Vendetta,2005,R,2h 12min,Action; Drama; Sci-Fi; ,17 March 2006 (USA),8.2,1002944,2205,1
Léon: The Professional,1994,R,1h 50min,Action; Crime; Drama; ,18 November 1994 (USA),8.5,999596,1193,0
Goodfellas,1990,R,2h 26min,Biography; Crime; Drama; ,21 September 1990 (USA),8.7,982784,1296,0
Braveheart,1995,R,2h 58min,Biography; Drama; History; ,24 May 1995 (USA),8.3,936728,1271,0
The Lion King,1994,G,1h 28min,Animation; Adventure; Drama; ,24 June 1994 (USA),8.5,910179,1009,1
The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1,901062,1151,1
Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889962,1145,1
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888920,2223,0
One Flew Over the Cuckoo's Nest,1975,R,2h 13min,Drama; ,19 November 1975 (USA),8.7,884818,967,1
Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3,882495,1800,1
The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,0
Good Will Hunting,1997,R,2h 6min,Drama; Romance; ,9 January 1998 (USA),8.3,830139,887,0
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,0
No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823136,1824,0
Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822351,10279,0
A Beautiful Mind,2001,PG-13,2h 15min,Biography; Drama; ,4 January 2002 (USA),8.2,821709,1292,1
Catch Me If You Can,2002,PG-13,2h 21min,Biography; Crime; Drama; ,25 December 2002 (USA),8.1,790873,828,0
Slumdog Millionaire,2008,R,2h,Drama; Romance; ,25 December 2008 (USA),8.0,782675,1126,0
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751305,2090,1
Requiem for a Dream,2000,R,1h 42min,Drama; ,15 December 2000 (USA),8.3,743198,2115,0
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy; ,15 July 2011 (USA),8.1,737642,953,1
Avengers: Endgame,2019,PG-13,3h 1min,Action; Adventure; Drama; ,26 April 2019 (USA),8.4,736177,8805,1
A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3,735080,1553,0
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0,734923,1312,0
The Intouchables,2011,R,1h 52min,Biography; Comedy; Drama; ,13 July 2012 (India),8.5,731145,622,1
Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724910,2276,0
300,2006,R,1h 57min,Action; Drama; ,9 March 2007 (USA),7.6,719421,2176,1
Scarface,1983,R,2h 50min,Crime; Drama; ,9 December 1983 (USA),8.3,715023,1029,1
Gran Torino,2008,R,1h 56min,Drama; ,9 January 2009 (USA),8.1,703113,990,0
The Pianist,2002,R,2h 30min,Biography; Drama; Music; ,28 March 2003 (USA),8.5,701576,924,1
Taxi Driver,1976,R,1h 54min,Crime; Drama; ,9 February 1976 (USA),8.3,696631,1161,1
Whiplash,2014,R,1h 46min,Drama; Music; ,20 February 2015 (India),8.5,683157,1195,0
Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682523,1273,1
City of God,2002,R,2h 10min,Crime; Drama; ,13 February 2004 (USA),8.6,681961,997,1
The Revenant,2015,R,2h 36min,Action; Adventure; Drama; ,8 January 2016 (USA),8.0,678829,1594,1
I Am Legend,2007,PG-13,1h 41min,Action; Adventure; Drama; ,14 December 2007 (USA),7.2,670748,1543,0
The Imitation Game,2014,PG-13,1h 54min,Biography; Drama; Thriller; ,25 December 2014 (USA),8.0,662291,825,0
12 Angry Men,1957,Approved,1h 36min,Crime; Drama; ,10 April 1957 (USA),8.9,661761,1575,0
Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652861,844,0
Silver Linings Playbook,2012,R,2h 2min,Comedy; Drama; Romance; ,25 December 2012 (USA),7.7,647995,835,0
The King's Speech,2010,R,1h 58min,Biography; Drama; History; ,25 December 2010 (USA),8.0,624817,754,1
Logan,2017,R,2h 17min,Action; Drama; Sci-Fi; ,3 March 2017 (USA),8.1,621174,1559,0
Trainspotting,1996,R,1h 33min,Drama; ,9 August 1996 (USA),8.1,620080,623,1
12 Years a Slave,2013,R,2h 14min,Biography; Drama; History; ,8 November 2013 (USA),8.1,619715,869,0
Million Dollar Baby,2004,PG-13,2h 12min,Drama; Sport; ,28 January 2005 (USA),8.1,618903,1219,0
The Social Network,2010,PG-13,2h,Biography; Drama; ,1 October 2010 (USA),7.7,604248,869,0
Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603269,1271,1
Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Drama; Romance; ,12 February 1999 (USA),8.6,600493,1317,0
Fargo,1996,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1,596614,947,1
Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183,1
Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575034,901,0
The Curious Case of Benjamin Button,2008,PG-13,2h 46min,Drama; Fantasy; Romance; ,25 December 2008 (USA),7.8,572217,948,0
Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861,1
Life of Pi,2012,PG,2h 7min,Adventure; Drama; Fantasy; ,21 November 2012 (USA),7.9,567025,914,1
Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,Comedy; Drama; ,14 November 2014 (USA),7.7,561800,1378,1
Argo,2012,R,2h,Biography; Drama; Thriller; ,12 October 2012 (USA),7.7,560352,789,0
Heat,1995,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2,557728,1074,0
Into the Wild,2007,R,2h 28min,Adventure; Biography; Drama; ,19 October 2007 (USA),8.1,556447,939,0
Drive,2011,R,1h 40min,Crime; Drama; ,16 September 2011 (USA),7.8,554576,1521,1
Looper,2012,R,1h 53min,Action; Drama; Sci-Fi; ,28 September 2012 (USA),7.4,523452,761,1
Dunkirk,2017,PG-13,1h 46min,Action; Drama; History; ,21 July 2017 (USA),7.9,523089,2359,1
L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710,1
Her,2013,R,2h 6min,Drama; Romance; Sci-Fi; ,10 January 2014 (USA),8.0,518282,1060,0
Cast Away,2000,PG-13,2h 23min,Adventure; Drama; Romance; ,22 December 2000 (USA),7.8,506369,1180,0
Casablanca,1942,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5,506224,1292,0
The Notebook,2004,PG-13,2h 3min,Drama; Romance; ,25 June 2004 (USA),7.8,503872,1256,1
Rocky,1976,PG,2h,Drama; Sport; ,3 December 1976 (USA),8.1,502746,694,1
There Will Be Blood,2007,R,2h 38min,Drama; ,25 January 2008 (USA),8.2,498312,1318,1
Oldboy,2003,R,1h 41min,Action; Drama; Mystery; ,21 November 2003 (South Korea),8.4,496687,1000,0
The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493749,1430,0
Rise of the Planet of the Apes,2011,PG-13,1h 45min,Action; Drama; Sci-Fi; ,5 August 2011 (USA),7.6,488748,706,0
"I, Robot",2004,PG-13,1h 55min,Action; Drama; Sci-Fi; ,16 July 2004 (USA),7.1,488324,839,1
Once Upon a Time... in Hollywood,2019,R,2h 41min,Comedy; Drama; ,26 July 2019 (USA),7.7,488015,5060,1
Watchmen,2009,R,2h 42min,Action; Drama; Mystery; ,6 March 2009 (USA),7.6,487717,1398,1
Blood Diamond,2006,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0,486637,725,1
The Lord of the Rings: The Return of the King,2003,PG-13,3h 21min,Adventure; Drama; Fantasy; ,17 December 2003 (USA),8.9,1593859,3681,1
The Lord of the Rings: The Two Towers,2002,PG-13,2h 59min,Adventure; Drama; Fantasy; ,18 December 2002 (USA),8.7,1440188,2559,0
Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),8.6,1197132,1834,0
Star Wars: Episode V - The Empire Strikes Back,1980,PG,2h 4min,Action; Adventure; Fantasy; ,20 June 1980 (USA),8.7,1124834,1214,1
The Green Mile,1999,R,3h 9min,Crime; Drama; Fantasy; ,10 December 1999 (USA),8.6,1101707,1725,0
Avatar,2009,PG-13,2h 42min,Action; Adventure; Fantasy; ,18 December 2009 (USA),7.8,1096125,3415,1
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,2h 23min,Action; Adventure; Fantasy; ,9 July 2003 (USA),8.0,997264,2186,1
Star Wars: Episode VI - Return of the Jedi,1983,PG,2h 11min,Action; Adventure; Fantasy; ,25 May 1983 (USA),8.3,922278,828,1
The Hobbit: An Unexpected Journey,2012,PG-13,2h 49min,Adventure; Fantasy; ,14 December 2012 (USA),7.8,743338,1430,0
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy; ,15 July 2011 (USA),8.1,737642,953,1
Thor,2011,PG-13,1h 55min,Action; Adventure; Fantasy; ,6 May 2011 (USA),7.0,726753,915,0
Star Wars: Episode I - The Phantom Menace,1999,PG,2h 16min,Action; Adventure; Fantasy; ,19 May 1999 (USA),6.5,708990,3843,1
Star Wars: Episode III - Revenge of the Sith,2005,PG-13,2h 20min,Action; Adventure; Fantasy; ,19 May 2005 (USA),7.5,690205,3553,0
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,2h 31min,Action; Adventure; Fantasy; ,7 July 2006 (USA),7.3,641045,1889,1
Star Wars: Episode II - Attack of the Clones,2002,PG,2h 22min,Action; Adventure; Fantasy; ,16 May 2002 (USA),6.5,621911,3652,1
Harry Potter and the Sorcerer's Stone,2001,PG,2h 32min,Adventure; Fantasy; ,16 November 2001 (USA),7.6,618786,1737,1
Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603269,1271,0
The Hobbit: The Desolation of Smaug,2013,PG-13,2h 41min,Adventure; Fantasy; ,13 December 2013 (USA),7.8,588294,985,1
Pirates of the Caribbean: At World's End,2007,PG-13,2h 49min,Action; Adventure; Fantasy; ,25 May 2007 (USA),7.1,582275,1290,0
Suicide Squad,2016,PG-13,2h 3min,Action; Adventure; Fantasy; ,5 August 2016 (USA),6.0,581986,2253,0
Thor: The Dark World,2013,PG-13,1h 52min,Action; Adventure; Fantasy; ,8 November 2013 (USA),6.9,578425,695,1
Doctor Strange,2016,PG-13,1h 55min,Action; Adventure; Fantasy; ,4 November 2016 (USA),7.5,573177,945,1
The Curious Case of Benjamin Button,2008,PG-13,2h 46min,Drama; Fantasy; Romance; ,25 December 2008 (USA),7.8,572217,948,0
Life of Pi,2012,PG,2h 7min,Adventure; Drama; Fantasy; ,21 November 2012 (USA),7.9,567025,914,1
Groundhog Day,1993,PG,1h 41min,Comedy; Fantasy; Romance; ,12 February 1993 (USA),8.0,566223,769,1
Star Wars: Episode VIII - The Last Jedi,2017,PG-13,2h 32min,Action; Adventure; Fantasy; ,15 December 2017 (USA),7.0,543307,6691,1
Harry Potter and the Chamber of Secrets,2002,PG,2h 41min,Adventure; Fantasy; ,15 November 2002 (USA),7.4,531256,930,0
Wonder Woman,2017,PG-13,2h 21min,Action; Adventure; Fantasy; ,2 June 2017 (USA),7.4,531221,2179,1
Harry Potter and the Prisoner of Azkaban,2004,PG,2h 22min,Adventure; Fantasy; ,4 June 2004 (USA),7.9,528503,1592,0
Harry Potter and the Goblet of Fire,2005,PG-13,2h 37min,Adventure; Fantasy; ,18 November 2005 (USA),7.7,526115,1980,0
Zombieland,2009,R,1h 28min,Adventure; Comedy; Fantasy; ,2 October 2009 (USA),7.6,507361,713,1
Monty Python and the Holy Grail,1975,PG,1h 31min,Adventure; Comedy; Fantasy; ,6 December 1979 (India),8.2,488482,774,0
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,2h 16min,Action; Adventure; Fantasy; ,20 May 2011 (USA),6.6,469914,535,1
The Hobbit: The Battle of the Five Armies,2014,PG-13,2h 24min,Adventure; Fantasy; ,17 December 2014 (USA),7.4,461617,883,1
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,2h 26min,Adventure; Fantasy; ,19 November 2010 (USA),7.7,459135,691,0
Edward Scissorhands,1990,PG-13,1h 45min,Drama; Fantasy; Romance; ,14 December 1990 (USA),7.9,434894,656,0
Hancock,2008,PG-13,1h 32min,Action; Fantasy; ,2 July 2008 (USA),6.4,434772,654,0
Twilight,2008,PG-13,2h 2min,Drama; Fantasy; Romance; ,21 November 2008 (USA),5.2,413276,1654,1
Beauty and the Beast,1991,G,1h 24min,Animation; Fantasy; ,22 November 1991 (USA),8.0,408618,433,1
Big Fish,2003,PG-13,2h 5min,Adventure; Drama; Fantasy; ,9 January 2004 (USA),8.0,406042,874,1
Fantastic Beasts and Where to Find Them,2016,PG-13,2h 12min,Adventure; Fantasy; ,18 November 2016 (USA),7.3,395319,820,1
It's a Wonderful Life,1946,Passed,2h 10min,Drama; Fantasy; ,7 January 1947 (USA),8.6,385375,939,1
The Mummy,1999,PG-13,2h 4min,Action; Adventure; Fantasy; ,7 May 1999 (USA),7.0,382315,1056,0
The Princess Bride,1987,PG,1h 38min,Adventure; Fantasy; ,9 October 1987 (USA),8.1,382045,844,0
Midnight in Paris,2011,PG-13,1h 34min,Comedy; Fantasy; Romance; ,10 June 2011 (USA),7.7,376575,609,1
Alice in Wonderland,2010,PG,1h 48min,Adventure; Fantasy; ,5 March 2010 (USA),6.4,374817,790,0
Justice League,2017,PG-13,2h,Action; Adventure; Fantasy; ,17 November 2017 (USA),6.4,367091,1997,1
The Wizard of Oz,1939,PG,1h 42min,Adventure; Fantasy; ,25 August 1939 (USA),8.0,364936,681,0
Scott Pilgrim vs. the World,2010,PG-13,1h 52min,Action; Comedy; Fantasy; ,13 August 2010 (USA),7.5,364197,663,0
Bruce Almighty,2003,PG-13,1h 41min,Comedy; Drama; Fantasy; ,23 May 2003 (USA),6.8,363587,640,1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,2h 23min,Adventure; Fantasy; ,9 December 2005 (USA),6.9,356904,1506,0
The Shape of Water,2017,R,2h 3min,Adventure; Drama; Fantasy; ,22 December 2017 (USA),7.3,353658,1589,0
Wanted,2008,R,1h 50min,Action; Crime; Fantasy; ,27 June 2008 (USA),6.7,353620,779,0
The Illusionist,2006,PG-13,1h 50min,Drama; Fantasy; History; ,1 September 2006 (USA),7.6,349169,687,1
Ghostbusters,1984,PG,1h 45min,Action; Comedy; Fantasy; ,8 June 1984 (USA),7.8,344694,555,0
Aquaman,2018,PG-13,2h 23min,Action; Adventure; Fantasy; ,21 December 2018 (USA),7.0,341895,3845,1
Star Wars: Episode IX - The Rise of Skywalker,2019,PG-13,2h 22min,Action; Adventure; Fantasy; ,20 December 2019 (USA),6.7,337831,7460,1
Princess Mononoke,1997,PG-13,2h 14min,Animation; Adventure; Fantasy; ,19 December 1997 (USA),8.4,326489,702,0
Sleepy Hollow,1999,R,1h 45min,Fantasy; Horror; Mystery; ,19 November 1999 (USA),7.3,320861,1023,1
Fantastic Four,2005,PG-13,1h 46min,Action; Adventure; Fantasy; ,8 July 2005 (USA),5.7,306644,1024,0
Being John Malkovich,1999,R,1h 53min,Comedy; Drama; Fantasy; ,3 December 1999 (USA),7.7,301714,878,1
Hellboy,2004,PG-13,2h 2min,Action; Fantasy; Horror; ,2 April 2004 (USA),6.8,301510,649,0
Click,2006,PG-13,1h 47min,Comedy; Drama; Fantasy; ,23 June 2006 (USA),6.4,298607,774,0
Hugo,2011,PG,2h 6min,Drama; Fantasy; ,23 November 2011 (USA),7.5,297933,749,0
Constantine,2005,R,2h 1min,Action; Fantasy; Horror; ,18 February 2005 (USA),7.0,296689,1074,1
The Mummy Returns,2001,PG-13,2h 10min,Action; Adventure; Fantasy; ,4 May 2001 (USA),6.3,295189,924,1
About Time,2013,R,2h 3min,Comedy; Drama; Fantasy; ,8 November 2013 (USA),7.8,287246,640,0
The Secret Life of Walter Mitty,2013,PG,1h 54min,Comedy; Drama; Fantasy; ,25 December 2013 (USA),7.3,286991,648,0
The Nightmare Before Christmas,1993,PG,1h 16min,Animation; Fantasy; ,29 October 1993 (USA),8.0,283685,522,1
Liar Liar,1997,PG-13,1h 26min,Comedy; Fantasy; ,21 March 1997 (USA),6.9,274268,290,1
My Neighbor Totoro,1988,G,1h 26min,Animation; Fantasy; ,13 July 1990 (USA),8.2,273795,464,1
Batman Returns,1992,PG-13,2h 6min,Action; Crime; Fantasy; ,19 June 1992 (USA),7.0,267156,679,0
Prince of Persia: The Sands of Time,2010,PG-13,1h 56min,Action; Adventure; Fantasy; ,28 May 2010 (USA),6.6,266583,478,1
Clash of the Titans,2010,PG-13,1h 46min,Action; Adventure; Fantasy; ,2 April 2010 (USA),5.8,265931,679,1
